"","Date","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RISK_MM","RainTomorrow","Year","Month"
"12293",2009-12-01,"Perth",16.6,24,0,NA,NA,"WSW",35,"S","SW",19,19,44,48,1015.4,1015.3,1,2,21.8,22.7,"No",0,"No",2009,12
"12294",2009-12-02,"Perth",13.2,22.6,0,NA,NA,"SSW",46,"SSE","SW",19,28,44,40,1021.7,1019.6,1,0,18.6,21.4,"No",0,"No",2009,12
"12295",2009-12-03,"Perth",14.1,27.9,0,NA,NA,"SW",41,"E","SSW",15,28,46,47,1022.3,1019,0,1,20.9,23.7,"No",0,"No",2009,12
"12296",2009-12-04,"Perth",15.4,34.5,0,NA,NA,"SW",35,"E","SW",15,19,40,27,1018.7,1014.4,4,5,23.4,32.3,"No",0,"No",2009,12
"12297",2009-12-05,"Perth",20.4,36.9,0,NA,NA,"WSW",30,"E","WSW",7,19,35,23,1013.7,1012.1,1,2,29.4,33.4,"No",0,"No",2009,12
"12298",2009-12-06,"Perth",18.8,29.5,0,NA,NA,"SW",46,"S","SSW",9,28,48,52,1014.6,1012.9,1,6,24.7,25.4,"No",0,"No",2009,12
"12299",2009-12-07,"Perth",17.9,28.9,0,NA,NA,"SE",43,"ESE","SE",17,13,52,31,1018.4,1016.4,6,1,21.6,27.8,"No",0,"No",2009,12
"12300",2009-12-08,"Perth",13.3,25.1,0,NA,NA,"SW",44,"E","SSW",11,22,44,39,1020.8,1016.8,5,5,19.6,23.8,"No",0,"No",2009,12
"12301",2009-12-09,"Perth",14.7,29.4,0,NA,NA,"SW",43,"SSE","SE",9,11,52,15,1019.8,1016.8,1,0,20.2,29.1,"No",0,"No",2009,12
"12302",2009-12-10,"Perth",13.7,26.5,0,NA,NA,"WSW",35,"E","SW",13,22,41,41,1023.8,1020.6,2,4,19.3,24.3,"No",0,"No",2009,12
"12303",2009-12-11,"Perth",15,31.8,0,NA,NA,"SSW",43,"E","SSW",15,20,37,26,1021.3,1017.5,1,3,22.6,29.5,"No",0,"No",2009,12
"12304",2009-12-12,"Perth",14.6,37,0,NA,NA,"NNE",35,"NE","NNE",19,9,18,9,1016.7,1012.2,1,3,28.2,36.3,"No",0,"No",2009,12
"12305",2009-12-13,"Perth",15.6,39.2,0,NA,NA,"NE",35,"NE","SW",19,20,15,12,1011.1,1009.3,2,2,32.3,34.7,"No",0,"No",2009,12
"12306",2009-12-14,"Perth",15.4,28.5,0,NA,NA,"SW",35,"NNE","WSW",2,17,45,37,1008.7,1009.5,4,2,27,28,"No",0,"No",2009,12
"12307",2009-12-15,"Perth",14.8,25.7,0,NA,NA,"WSW",48,"SE","SW",9,28,49,53,1014.1,1012.2,NA,5,19,23.1,"No",0,"No",2009,12
"12308",2009-12-16,"Perth",14.8,24.1,0,NA,NA,"SW",52,"SSE","SSW",11,28,50,40,1017.6,1016.5,0,1,19,21.5,"No",0,"No",2009,12
"12309",2009-12-17,"Perth",13.7,28.9,0,NA,NA,"ESE",41,"ESE","SE",17,15,42,18,1023.5,1019.1,0,0,18.9,27.7,"No",0,"No",2009,12
"12310",2009-12-18,"Perth",15.5,34.1,0,NA,NA,"ENE",37,"ENE","S",17,13,37,16,1019.1,1014.7,4,1,23.4,33.7,"No",0,"No",2009,12
"12311",2009-12-19,"Perth",20.8,37.1,0,NA,NA,"SW",33,"ENE","W",11,15,31,25,1012.7,1010.6,2,3,28.5,35.4,"No",0,"No",2009,12
"12312",2009-12-20,"Perth",20.9,35.5,0,NA,NA,"SW",31,"ENE","SW",4,19,44,37,1011.1,1009.1,1,1,30.2,32,"No",0,"No",2009,12
"12313",2009-12-21,"Perth",21.4,32.3,0,NA,NA,"SSW",44,"SSE","SW",9,22,48,41,1009.5,1006.4,1,2,25.5,30.1,"No",0,"No",2009,12
"12314",2009-12-22,"Perth",18.7,31.3,0,NA,NA,"SSW",44,"E","SW",11,20,48,45,1006.2,1003.4,0,7,24.5,27,"No",0,"No",2009,12
"12315",2009-12-23,"Perth",15.6,23.9,0,NA,NA,"S",48,"SSW","SW",20,26,43,48,1012.2,1011.9,1,0,20.1,23.3,"No",0,"No",2009,12
"12316",2009-12-24,"Perth",15.1,29.1,0,NA,NA,"SW",39,"E","SSW",11,24,43,41,1019,1016.3,0,0,21.2,25,"No",0,"No",2009,12
"12317",2009-12-25,"Perth",13.6,35.1,0,NA,NA,"SSE",30,"ESE","WSW",7,19,41,16,1016,1012.4,7,7,24.6,32.6,"No",0,"No",2009,12
"12318",2009-12-26,"Perth",16.1,34.1,0,NA,NA,"SSW",41,"SSW","SSW",11,22,34,27,1012.5,1011,3,1,27.8,30.7,"No",0,"No",2009,12
"12319",2009-12-27,"Perth",15.9,31.9,0,NA,NA,"SSW",35,"ESE","WSW",4,17,41,35,1016.2,1013.3,0,0,25.2,31.1,"No",0,"No",2009,12
"12320",2009-12-28,"Perth",18.6,39.6,0,NA,NA,"WSW",39,"ENE","WSW",13,20,33,15,1012,1009,1,5,28.5,37.1,"No",0,"No",2009,12
"12321",2009-12-29,"Perth",23.6,39.4,0,NA,NA,"SW",43,"ENE","WNW",6,9,39,24,1002.8,1001.6,7,7,30.9,33,"No",0,"No",2009,12
"12322",2009-12-30,"Perth",17.8,24,0,NA,NA,"WSW",48,"SW","SSW",24,19,54,52,1013.5,1013.4,4,3,20.2,23.4,"No",0,"No",2009,12
"12323",2009-12-31,"Perth",15.2,26.6,0,NA,NA,"SSW",44,"E","SW",13,19,45,47,1016.3,1013.5,0,0,20.6,24.2,"No",0,"No",2009,12
"12324",2010-01-01,"Perth",14,28.1,0,NA,NA,"SSW",39,"SSE","SW",13,19,47,40,1017.6,1015.8,0,0,20.7,27.1,"No",0,"No",2010,1
"12325",2010-01-02,"Perth",17,36.5,0,NA,NA,"E",31,"E","E",15,9,39,17,1018.1,1014.2,0,0,24.8,36.3,"No",0,"No",2010,1
"12326",2010-01-03,"Perth",20.8,39.9,0,NA,NA,"S",37,"NE","SSW",22,19,15,22,1012.2,1009.1,0,0,31.2,35.2,"No",0,"No",2010,1
"12327",2010-01-04,"Perth",20.9,36.6,0,NA,NA,"SSE",44,"SE","ESE",17,15,39,20,1009.4,1005.3,2,6,25.5,36.4,"No",0,"No",2010,1
"12328",2010-01-05,"Perth",18.8,37.3,0,NA,NA,"E",39,"E","SSW",17,15,45,24,1007.6,1004.2,1,1,25.2,36.6,"No",0,"No",2010,1
"12329",2010-01-06,"Perth",22.1,33,0,NA,NA,"ESE",37,"NNE","WNW",7,17,45,62,1003.7,1005.6,5,7,27.6,27.3,"No",0,"No",2010,1
"12330",2010-01-07,"Perth",17,27.4,0,NA,NA,"SSW",43,"SSE","SW",13,24,60,59,1011.2,1009.2,4,1,21.9,25.2,"No",0,"No",2010,1
"12331",2010-01-08,"Perth",15.9,31.4,0,NA,NA,"SW",37,"SE","SSW",9,20,51,50,1011.5,1008.5,1,2,24.6,27.6,"No",0,"No",2010,1
"12332",2010-01-09,"Perth",19.7,31.4,0,NA,NA,"SSW",43,"SE","SW",9,22,39,42,1006.6,1006.4,1,0,27,27.4,"No",0,"No",2010,1
"12333",2010-01-10,"Perth",16.3,25.5,0,NA,NA,"SW",48,"SSW","SSW",11,28,61,48,1011.1,1009.7,7,2,22.7,24,"No",0,"No",2010,1
"12334",2010-01-11,"Perth",14.4,23.9,0,NA,NA,"SSW",44,"S","SSW",15,24,44,45,1016.1,1014,1,2,20.6,23.2,"No",0,"No",2010,1
"12335",2010-01-12,"Perth",15.1,28.7,0,NA,NA,"SSW",39,"SE","SSW",15,24,44,36,1018.4,1014.4,0,0,20.7,26.3,"No",0,"No",2010,1
"12336",2010-01-13,"Perth",14.5,34.2,0,NA,NA,"SSW",39,"ENE","SSW",11,24,35,20,1014.5,1013.3,0,0,25.8,32.3,"No",0,"No",2010,1
"12337",2010-01-14,"Perth",16.7,36.9,0,NA,NA,"WSW",33,"ENE","WSW",7,22,32,24,1012.3,1010.1,0,1,29,32.4,"No",0,"No",2010,1
"12338",2010-01-15,"Perth",19.1,33.8,0,NA,NA,"ESE",39,"SSE","SSW",15,19,50,35,1016.5,1014.2,0,0,23.1,30.9,"No",0,"No",2010,1
"12339",2010-01-16,"Perth",15.9,35.7,0,NA,NA,"E",43,"E","ESE",17,13,37,11,1019,1014.4,0,NA,22.5,34.8,"No",0,"No",2010,1
"12340",2010-01-17,"Perth",20.9,42.9,0,NA,NA,"NE",39,"ENE","ENE",19,7,23,11,1014.6,1010.9,0,0,29.9,42.2,"No",0,"No",2010,1
"12341",2010-01-18,"Perth",21.1,42.7,0,NA,NA,"SW",37,"NE","WSW",11,17,14,6,1011.4,1008.7,1,1,34.8,41.8,"No",0,"No",2010,1
"12342",2010-01-19,"Perth",26.8,41.1,0,NA,NA,"WNW",33,"SSE","W",9,7,22,12,1009.6,1006.4,7,7,32.2,40.8,"No",0,"No",2010,1
"12343",2010-01-20,"Perth",20.8,30,0,NA,NA,"SSW",50,"SSE","SSW",6,24,67,52,1008.6,1007.8,6,1,23.9,27.3,"No",0,"No",2010,1
"12344",2010-01-21,"Perth",18.4,27.5,0,NA,NA,"SSW",46,"SSE","SSW",11,24,56,43,1015.6,1012.6,6,0,20.6,26.1,"No",0,"No",2010,1
"12345",2010-01-22,"Perth",17.1,29.7,0,NA,NA,"SW",37,"E","SSW",13,19,44,41,1015,1011.7,0,1,22.3,27.4,"No",0,"No",2010,1
"12346",2010-01-23,"Perth",18,34.6,0,NA,NA,"SW",41,"E","SSW",9,22,40,35,1009.6,1005.9,1,4,26,31.1,"No",0,"No",2010,1
"12347",2010-01-24,"Perth",24.7,35.2,0,NA,NA,"SW",35,"E","WSW",13,22,35,44,1004.4,1003.6,1,2,30.4,29.3,"No",0,"No",2010,1
"12348",2010-01-25,"Perth",20.8,30,0,NA,NA,"SSE",37,"ENE","W",7,15,69,54,1009.1,1007.6,7,6,22.8,27.5,"No",0,"No",2010,1
"12349",2010-01-26,"Perth",20.3,33,0,NA,NA,"SE",37,"E","SW",13,20,55,41,1012.3,1009.6,1,2,25,30.8,"No",0,"No",2010,1
"12350",2010-01-27,"Perth",19.7,34.2,0,NA,NA,"SW",43,"SE","SW",11,19,51,37,1012.5,1010.2,0,0,25.8,33,"No",0,"No",2010,1
"12351",2010-01-28,"Perth",19.7,36.2,0,NA,NA,"ESE",39,"SE","SE",13,15,52,24,1013.8,1010,0,0,24.9,35.4,"No",0,"No",2010,1
"12352",2010-01-29,"Perth",20.3,38.5,0,NA,NA,"WSW",43,"E","SW",19,24,38,26,1010.1,1006.2,1,1,27.6,36.2,"No",0,"No",2010,1
"12353",2010-01-30,"Perth",22.2,29.4,0,NA,NA,"SSW",54,"SSW","SW",19,31,45,45,1008.4,1008.9,0,0,26.1,27.7,"No",0,"No",2010,1
"12354",2010-01-31,"Perth",15.9,31.4,0,NA,NA,"SE",37,"E","SSE",15,15,43,18,1016.9,1012.9,0,1,20.4,30.2,"No",0,"No",2010,1
"12355",2010-02-01,"Perth",16.9,32.4,0,NA,NA,"SW",46,"E","SW",9,20,41,37,1010,1007.1,5,0,24.2,28.5,"No",0,"No",2010,2
"12356",2010-02-02,"Perth",17.4,27.4,0,NA,NA,"SSW",56,"S","SSW",15,30,52,57,1008.9,1008.1,4,1,21.9,24.9,"No",0,"No",2010,2
"12357",2010-02-03,"Perth",13.3,26.1,0,NA,NA,"SSW",50,"SSE","SW",19,31,40,36,1018.2,1015.5,1,5,18,24.2,"No",0,"No",2010,2
"12358",2010-02-04,"Perth",14.2,27.8,0,NA,NA,"SSW",39,"E","S",15,15,41,28,1018.7,1013.7,7,7,18.9,26.1,"No",0,"No",2010,2
"12359",2010-02-05,"Perth",12.3,32.6,0,NA,NA,"SW",31,"ENE","SW",9,15,29,15,1009.1,1005.7,4,4,25.2,31.6,"No",0,"No",2010,2
"12360",2010-02-06,"Perth",17.8,24.2,0,NA,NA,"WNW",30,"WSW","W",11,13,59,57,1008.9,1009.6,6,7,21.7,21.9,"No",0.2,"No",2010,2
"12361",2010-02-07,"Perth",17.7,26.2,0.2,NA,NA,"WSW",30,"W","WSW",7,15,66,48,1015,1014.7,5,1,22.9,25.7,"No",0,"No",2010,2
"12362",2010-02-08,"Perth",18.5,33.1,0,NA,NA,"SW",39,"SSW","SW",4,20,48,33,1015,1011.5,6,7,25.9,30.8,"No",0,"No",2010,2
"12363",2010-02-09,"Perth",19,34.1,0,NA,NA,"WNW",33,"NE","W",17,15,36,47,1010.4,1011.4,1,2,31.7,29,"No",0,"No",2010,2
"12364",2010-02-10,"Perth",20.3,24.6,0,NA,NA,"WSW",30,"W","SW",7,17,85,70,1015.7,1014.2,8,7,21.2,23.9,"No",0,"No",2010,2
"12365",2010-02-11,"Perth",20.7,26.9,0,NA,NA,"SW",35,"SSE","SW",4,15,81,61,1015.7,1013.9,8,1,22.1,25.7,"No",0,"No",2010,2
"12366",2010-02-12,"Perth",17.7,31.1,0,NA,NA,"SW",44,"SSE","SSW",13,20,62,46,1013.9,1011.1,1,2,24.9,29.5,"No",0,"No",2010,2
"12367",2010-02-13,"Perth",19.1,31.9,0,NA,NA,"SW",37,"ESE","SW",15,15,50,45,1012.8,1009.5,0,0,23.4,28.5,"No",0,"No",2010,2
"12368",2010-02-14,"Perth",17.8,36.1,0,NA,NA,"S",31,"ENE","SW",13,19,40,31,1009.8,1007.2,1,7,27.3,32.8,"No",0,"No",2010,2
"12369",2010-02-15,"Perth",18.7,31.5,0,NA,NA,"SW",39,"SSE","SW",7,15,49,47,1008,1007.7,7,6,26.8,28.9,"No",0,"No",2010,2
"12370",2010-02-16,"Perth",18.9,30.7,0,NA,NA,"E",33,"SSE","WSW",13,19,61,47,1014.5,1012.7,7,7,22.3,28.6,"No",0,"No",2010,2
"12371",2010-02-17,"Perth",20.8,33,0,NA,NA,"WSW",33,"E","SW",13,20,63,45,1014.6,1012.6,6,1,23.8,29.7,"No",0,"No",2010,2
"12372",2010-02-18,"Perth",17.8,34.3,0,NA,NA,"W",33,"E","SW",7,15,55,42,1013.5,1011.8,0,5,27,31.2,"No",0,"No",2010,2
"12373",2010-02-19,"Perth",19.6,27.3,0,NA,NA,"SW",35,"WNW","SW",9,19,68,59,1015.6,1014.3,3,7,23.7,24.6,"No",0,"No",2010,2
"12374",2010-02-20,"Perth",16.5,28,0,NA,NA,"SW",37,"SSE","SSW",9,22,59,60,1016.9,1015,1,6,22.3,24.8,"No",0,"No",2010,2
"12375",2010-02-21,"Perth",16.5,29,0,NA,NA,"SSW",44,"SSE","SSW",11,20,61,47,1017.8,1015,2,2,21.9,27.1,"No",0,"No",2010,2
"12376",2010-02-22,"Perth",18.2,33.5,0,NA,NA,"SW",39,"E","SSW",15,11,43,28,1018.6,1014.6,3,4,23.1,33.1,"No",0,"No",2010,2
"12377",2010-02-23,"Perth",15.9,34.3,0,NA,NA,"SW",37,"E","SSW",9,22,46,35,1016.5,1013.3,6,6,26.2,31.2,"No",0,"No",2010,2
"12378",2010-02-24,"Perth",21.3,38.7,0,NA,NA,"ESE",37,"ESE","SE",13,11,44,18,1013.7,1009.6,1,0,26.3,38,"No",0,"No",2010,2
"12379",2010-02-25,"Perth",23.8,41.5,0,NA,NA,"SSW",33,"E","ENE",11,11,34,17,1012.3,1008.6,1,1,30.5,40.8,"No",0,"No",2010,2
"12380",2010-02-26,"Perth",26.7,37.6,0,NA,NA,"ESE",39,"E","ESE",17,19,34,27,1011.3,1008.9,2,6,31.6,36.1,"No",0,"No",2010,2
"12381",2010-02-27,"Perth",21.5,37.9,0,NA,NA,"ENE",41,"E","E",19,19,47,20,1014.3,1012.1,1,0,26.6,37.4,"No",0,"No",2010,2
"12382",2010-02-28,"Perth",21,36.4,0,NA,NA,"E",46,"ENE","E",20,17,41,16,1016.2,1012.5,1,1,25.7,35.6,"No",0,"No",2010,2
"12383",2010-03-01,"Perth",21.9,39.1,0,NA,NA,"NE",33,"NE","ESE",19,9,35,16,1014.6,1011.2,0,0,28.9,38.5,"No",0,"No",2010,3
"12384",2010-03-02,"Perth",18.7,35.3,0,NA,NA,"S",26,"NNW","W",9,11,24,36,1013.2,1011.5,0,3,30.9,32.4,"No",0,"No",2010,3
"12385",2010-03-03,"Perth",19.8,29.8,0,NA,NA,"SSW",39,"SE","SW",9,17,57,45,1014.1,1011.8,0,0,23,29.1,"No",0,"No",2010,3
"12386",2010-03-04,"Perth",17,25.9,0,NA,NA,"SW",54,"SSE","SSW",17,26,59,46,1017.9,1015.2,6,1,19.1,24.4,"No",0,"No",2010,3
"12387",2010-03-05,"Perth",13.2,26.3,0,NA,NA,"SE",35,"SE","S",15,19,54,24,1023.8,1019.7,5,3,16.8,25.3,"No",0,"No",2010,3
"12388",2010-03-06,"Perth",14.7,29.5,0,NA,NA,"SE",33,"E","SE",11,19,48,31,1024.7,1020.9,1,1,19.6,28.4,"No",0,"No",2010,3
"12389",2010-03-07,"Perth",18.3,30.8,0,NA,NA,"SW",35,"ENE","SW",11,13,52,35,1021.4,1017.1,1,3,22.5,29.4,"No",0,"No",2010,3
"12390",2010-03-08,"Perth",17.5,31.5,0,NA,NA,"ESE",35,"E","ESE",13,11,54,27,1020.6,1017.4,6,2,21.8,31.1,"No",0,"No",2010,3
"12391",2010-03-09,"Perth",18.1,32.6,0,NA,NA,"ENE",39,"ENE","SE",13,11,51,25,1021.4,1018.5,6,3,22.6,31.9,"No",0,"No",2010,3
"12392",2010-03-10,"Perth",18.6,33.9,0,NA,NA,"NE",39,"ENE","ENE",17,11,36,21,1021.6,1017.8,4,3,24.8,32.9,"No",0,"No",2010,3
"12393",2010-03-11,"Perth",20.5,37.7,0,NA,NA,"NE",41,"NE","NE",13,15,30,14,1019.1,1015.3,6,7,28.1,36.8,"No",0,"No",2010,3
"12394",2010-03-12,"Perth",28.1,41,0,NA,NA,"NNE",37,"NE","W",15,17,25,13,1017.3,1014.1,6,4,30.1,38.8,"No",0,"No",2010,3
"12395",2010-03-13,"Perth",21.3,32,0,NA,NA,"W",30,NA,"W",0,13,61,41,1015.2,1015,8,7,25.1,28.9,"No",0,"No",2010,3
"12396",2010-03-14,"Perth",22.2,30.2,0,NA,NA,"SW",30,"ENE","SW",7,17,74,56,1015,1012.1,6,1,24.5,28.6,"No",0,"No",2010,3
"12397",2010-03-15,"Perth",19.5,27,0,NA,NA,"SSW",39,"SW","SW",13,22,70,57,1012.2,1011.2,5,5,23.9,25,"No",0,"No",2010,3
"12398",2010-03-16,"Perth",17.5,24.8,0,NA,NA,"SW",43,"S","SW",17,22,49,39,1019,1017.5,2,1,20.5,23.4,"No",0,"No",2010,3
"12399",2010-03-17,"Perth",14.3,28.1,0,NA,NA,"S",39,"E","SSE",9,11,45,25,1022.7,1018.3,0,1,19.6,27.9,"No",0,"No",2010,3
"12400",2010-03-18,"Perth",14.2,27.2,0,NA,NA,"SSW",35,"SSE","SW",11,24,51,44,1019.2,1016.9,2,4,19.4,25.5,"No",0,"No",2010,3
"12401",2010-03-19,"Perth",16.3,24,0,NA,TRUE,"SW",28,"SSE","SW",7,15,65,59,1016.7,1014.8,7,7,19.3,22.9,"No",0,"No",2010,3
"12402",2010-03-20,"Perth",13.1,29.2,0,NA,NA,"SW",31,"SSE","SW",7,19,64,49,1016.6,1014.2,2,5,21,26.8,"No",0,"No",2010,3
"12403",2010-03-21,"Perth",19.5,33.1,0,NA,NA,"NE",39,"ESE","SE",13,17,58,34,1017.2,1013.1,1,5,23.8,32.8,"No",0,"No",2010,3
"12404",2010-03-22,"Perth",21.1,32.9,0,NA,NA,"N",70,"ESE","ESE",9,4,69,42,1015,1010.2,7,7,24.8,31.5,"No",40.2,"Yes",2010,3
"12405",2010-03-23,"Perth",18.6,32,40.2,NA,NA,"NE",41,"NE","WSW",24,11,62,61,1012.7,1011.2,6,7,25.8,28.3,"Yes",0.2,"No",2010,3
"12406",2010-03-24,"Perth",18.9,26.8,0.2,NA,NA,"WSW",31,"SW","SSW",13,20,68,63,1015.5,1014.5,6,1,23.1,25.1,"No",0,"No",2010,3
"12407",2010-03-25,"Perth",19.7,28.4,0,NA,NA,"SSE",33,"S","SSE",11,15,78,51,1017.4,1014.1,7,5,21.2,27.7,"No",0,"No",2010,3
"12408",2010-03-26,"Perth",18.7,28.5,0,NA,NA,"E",33,"ESE","SE",13,9,66,47,1014.5,1010.8,7,7,21.4,27.8,"No",0,"No",2010,3
"12409",2010-03-27,"Perth",19.5,23.2,0,NA,NA,"SSW",48,"SSW","SW",13,20,72,71,1011,1012.2,8,7,22.4,21.9,"No",0,"No",2010,3
"12410",2010-03-28,"Perth",14.5,25.3,0,NA,NA,"SW",39,"SE","SW",15,20,55,47,1020.7,1017.9,1,1,18.9,23.4,"No",0,"No",2010,3
"12411",2010-03-29,"Perth",14,29,0,NA,NA,"ESE",31,"E","NNE",9,6,55,30,1022.2,1017.8,0,0,20.2,28.5,"No",0,"No",2010,3
"12412",2010-03-30,"Perth",15,32.2,0,NA,NA,"NNE",31,"NE","WSW",19,17,31,15,1016.2,1012.8,1,7,24,30.2,"No",0,"No",2010,3
"12413",2010-03-31,"Perth",15.9,29.2,0,NA,NA,"SE",41,"S","SSE",15,11,68,33,1017.1,1013.8,1,1,20,29,"No",0,"No",2010,3
"12414",2010-04-01,"Perth",17.3,29.5,0,NA,NA,"SE",35,"ESE","SSE",17,11,55,35,1015.4,1010.7,1,1,21.2,29.3,"No",0,"No",2010,4
"12415",2010-04-02,"Perth",16.7,28.5,0,NA,NA,"SSW",37,"NNE","WSW",4,15,54,55,1007.9,1006.3,2,1,24.7,24.6,"No",0,"No",2010,4
"12416",2010-04-03,"Perth",18,22.2,0,NA,NA,"S",41,"S","SW",17,19,62,43,1012.3,1011.7,5,1,19.8,21.8,"No",0,"No",2010,4
"12417",2010-04-04,"Perth",17.5,22.7,0,NA,NA,"WSW",43,"WSW","SW",17,22,61,55,1011.6,1010.9,4,7,20.2,21.3,"No",0,"No",2010,4
"12418",2010-04-05,"Perth",11.7,23.5,0,NA,NA,"WSW",26,"NE","WSW",9,13,78,59,1012,1009.3,3,7,17.6,22.4,"No",0.2,"No",2010,4
"12419",2010-04-06,"Perth",16.2,26,0.2,NA,NA,"W",24,"E","WSW",6,15,77,48,1006.8,1005.1,7,3,18,24.7,"No",0,"No",2010,4
"12420",2010-04-07,"Perth",14.4,27.9,0,NA,NA,"SW",31,"ESE","SW",6,19,60,51,1013.1,1012.8,0,1,20.3,25.9,"No",0,"No",2010,4
"12421",2010-04-08,"Perth",14.5,25.3,0,NA,NA,"SSW",31,"SW","SW",6,17,67,59,1018.1,1015.9,0,2,20.6,23.4,"No",0,"No",2010,4
"12422",2010-04-09,"Perth",15.6,24,0,NA,NA,"SSW",39,"SSE","SSW",13,22,72,52,1018.7,1016,2,1,17.9,22.8,"No",0,"No",2010,4
"12423",2010-04-10,"Perth",13.7,24.1,0,NA,NA,"SW",33,"SE","SW",13,17,56,41,1022.4,1018.6,2,1,16.5,22.8,"No",0,"No",2010,4
"12424",2010-04-11,"Perth",14,29.4,0,NA,NA,"ENE",35,"ENE","WNW",15,13,49,34,1017.1,1011.2,5,8,19.1,27.9,"No",0.4,"No",2010,4
"12425",2010-04-12,"Perth",16.7,17.7,0.4,NA,FALSE,"SSW",28,"WSW","NW",13,9,78,79,1008.8,1007.8,8,8,17.1,16.8,"No",2.6,"Yes",2010,4
"12426",2010-04-13,"Perth",11.4,23.4,2.6,NA,NA,"NNE",43,"NE","N",17,22,65,42,1009,1006.8,4,5,17.7,22.6,"Yes",11.6,"Yes",2010,4
"12427",2010-04-14,"Perth",14.3,22.1,11.6,NA,NA,"NW",50,"N","NW",19,20,74,64,1008,1007.2,2,6,18.9,21.5,"Yes",3.4,"Yes",2010,4
"12428",2010-04-15,"Perth",15.9,22.8,3.4,NA,NA,"NW",37,"N","NW",11,15,83,71,1012.4,1011.7,5,7,18.5,20.7,"Yes",6.8,"Yes",2010,4
"12429",2010-04-16,"Perth",14.1,23.9,6.8,NA,NA,"SW",24,"N","SSW",6,13,89,55,1015.3,1013.9,3,6,18.3,23.2,"Yes",0,"No",2010,4
"12430",2010-04-17,"Perth",11.9,26.7,0,NA,NA,"SSE",24,"E","ESE",9,7,69,41,1018.9,1015.2,7,7,18.7,25.7,"No",0,"No",2010,4
"12431",2010-04-18,"Perth",15.7,32.3,0,NA,NA,"NE",26,"E","S",11,11,56,30,1015.2,1010.8,1,1,20.8,31.5,"No",0,"No",2010,4
"12432",2010-04-19,"Perth",15.5,28.1,0,NA,NA,"SSW",28,NA,"SW",0,13,52,48,1011.1,1009.9,0,0,23,25.6,"No",0,"No",2010,4
"12433",2010-04-20,"Perth",15.7,24.3,0,NA,NA,"SSW",24,"SE","SW",6,13,84,54,1014.9,1012.6,2,1,19,23.5,"No",0,"No",2010,4
"12434",2010-04-21,"Perth",14.7,23.6,0,NA,NA,"SW",31,"S","SSW",11,11,87,57,1017,1015.2,7,3,17.7,22.9,"No",0,"No",2010,4
"12435",2010-04-22,"Perth",15.1,20.9,0,NA,NA,"SSW",31,"SE","SSW",13,11,71,63,1018.7,1017.1,7,6,17.1,20.4,"No",0,"No",2010,4
"12436",2010-04-23,"Perth",9.7,21.7,0,NA,NA,"SW",31,NA,"SSW",0,19,66,48,1022.4,1020,3,5,16.4,20.9,"No",0,"No",2010,4
"12437",2010-04-24,"Perth",7.8,24.5,0,NA,NA,"ENE",28,"E","SE",13,9,60,23,1024,1020,2,1,14.4,24.1,"No",0,"No",2010,4
"12438",2010-04-25,"Perth",9.4,26.1,0,NA,NA,"SW",31,"ENE","SW",7,15,40,32,1017.6,1016.2,0,1,18.4,23.6,"No",0,"No",2010,4
"12439",2010-04-26,"Perth",11.7,23.8,0,NA,NA,"SW",31,"SSE","SSW",9,9,80,40,1026,1024.7,1,0,16.7,23.6,"No",0,"No",2010,4
"12440",2010-04-27,"Perth",9.2,25.8,0,NA,NA,"SW",28,"ENE","SSW",7,9,60,33,1028.6,1023.7,0,0,16.6,24.9,"No",0,"No",2010,4
"12441",2010-04-28,"Perth",8.5,28.8,0,NA,NA,"SW",20,NA,"SW",0,11,55,29,1023.5,1019.4,1,7,17.3,27.6,"No",0,"No",2010,4
"12442",2010-04-29,"Perth",10.7,28.9,0,NA,NA,"WNW",26,NA,"W",0,11,49,47,1018.4,1016.1,2,7,19.7,24.3,"No",0,"No",2010,4
"12443",2010-04-30,"Perth",12.1,22.9,0,NA,NA,"SW",24,NA,"W",0,11,94,59,1022.2,1021.2,8,7,15.9,22.2,"No",2.4,"Yes",2010,4
"12444",2010-05-01,"Perth",13.4,21.2,2.4,NA,NA,"SW",24,"SSE","SSE",11,11,94,57,1026.6,1024.8,7,3,16.3,20.2,"Yes",0.2,"No",2010,5
"12445",2010-05-02,"Perth",10.7,23.9,0.2,NA,NA,"WSW",28,"ENE","SW",11,17,62,45,1024.2,1020,0,5,15.9,21.8,"No",0,"No",2010,5
"12446",2010-05-03,"Perth",10.7,21.8,0,NA,NA,"WSW",31,"NNE","SW",4,19,68,58,1021.8,1020.2,1,5,17.2,21,"No",0,"No",2010,5
"12447",2010-05-04,"Perth",7.9,21.8,0,NA,NA,"SSE",28,"E","SE",15,11,53,33,1027.5,1023.3,0,0,14.3,21.4,"No",0,"No",2010,5
"12448",2010-05-05,"Perth",8.6,24.7,0,NA,NA,"SSW",26,"E","S",9,9,56,32,1025.7,1021.6,0,0,14.8,24.3,"No",0,"No",2010,5
